country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Latvia,124.2659707,110.7429495,109.0094315,102.9027531,95.10298228,93.29275903,79.74891153,73.02145326,97.04861035,101.1955881,86.41299462,90.0999747,97.56688273,87.6728676,97.9904354,89.33338732,96.54697117,95.97340781,81.44635394,93.01620462
Lebanon,13.84244421,13.54535663,13.45114378,13.34696341,13.38888209,13.34845494,12.28408361,13.91259182,14.10881728,14.39451501,14.55290901,14.49079954,14.18408344,14.20329391,13.54907606,13.34324085,13.28670403,14.58349346,12.64055058,13.94274715
Lesotho,88.74939165,85.75597393,87.45420573,90.55771874,92.70188786,92.1164245,103.0137012,112.0286903,135.8098966,147.4452885,151.4786869,158.2848114,172.9989908,185.3520075,193.095771,192.4788373,187.7464248,177.2484252,176.3190449,169.5053398
Liberia,25.70003447,25.22400819,25.1051475,25.70789886,24.92340865,25.0649753,25.02847978,24.84674033,24.51774161,24.31428177,24.48019552,24.47284273,24.72085008,25.19826312,24.97585852,25.24264557,25.18819461,25.18762237,25.10128539,25.06910906
Libya,25.14499594,26.13610545,27.04272699,27.48569033,24.88884484,24.3618517,23.7966517,25.36722947,28.50138447,30.54138197,31.34345461,28.66808096,32.34689467,27.52037941,30.59855956,34.80920275,26.90523,29.39367701,30.28997922,24.09610041
Lithuania,207.0035875,192.3051003,191.3909841,185.5324953,173.9965327,166.0215981,133.3297521,129.749554,150.4134478,160.5210742,157.0841681,160.7011789,153.0048013,182.1361514,157.0838114,166.3305123,152.890715,149.4965159,138.2306988,135.3509269
Luxembourg,105.8104496,111.4267096,110.5199521,108.0695007,86.7114903,98.32126897,116.7735315,112.8227512,109.8420884,94.79599131,102.1874216,105.9297604,105.2372266,108.6400125,125.1346429,126.9331467,106.7722344,102.5664545,110.2546708,115.595163
Madagascar,20.20928301,20.17259959,20.25099423,20.3058804,20.28514136,20.29113058,20.35837777,20.27336925,20.33601688,20.35208751,20.48268328,20.60937093,20.48620344,20.55506817,20.63971828,20.73521683,20.77944411,20.8643963,20.93127297,21.04934243
Malawi,34.28131407,32.1954534,30.04100495,28.46310336,27.33353437,26.21692968,26.86389392,27.73232261,27.68349647,28.99412066,29.57756344,27.49865632,26.57919125,26.08760315,25.79021597,25.89157942,25.62643331,25.04645368,24.38597723,23.98966272
Malaysia,20.08248936,20.20701061,20.71475687,21.47776243,22.02534667,22.40934734,22.35288352,22.30529843,22.97140162,23.61404508,23.85901281,24.46262863,25.04264389,25.13161027,27.21290805,26.21568161,28.12748756,29.5522149,30.0482097,30.95483467
Maldives,14.60227632,14.84211452,14.60173457,15.02160751,13.1512948,14.61258976,15.77294266,16.0267247,16.92133742,16.8927714,16.40415961,16.57023264,17.96172036,18.55251408,21.97907812,20.45874748,25.21033608,25.44136668,24.59350985,23.68160855
Mali,19.2681006,19.17685776,19.09267198,18.87791342,18.9372404,19.25878787,19.0194724,19.1049158,19.31674858,19.26381247,18.87513486,18.94179899,19.04303641,18.95228698,18.35776102,18.71159381,18.21443977,18.02465597,18.08466549,18.35572956
Malta,43.35321572,47.60468751,39.54077209,38.91679892,43.73292963,41.97463824,51.99121755,43.35373202,51.58995243,56.71306902,64.01630123,59.03275357,54.32441208,62.61700461,66.79964572,65.69118491,54.92246102,52.15544037,56.81554109,57.57588426
Mauritania,18.69998157,18.71059456,18.76774443,18.66795066,18.74025001,18.77877145,18.89995255,18.69120547,18.64890489,18.80035703,18.73442853,18.91357433,19.00207631,19.17241942,19.11031699,18.98646997,19.11689984,19.31340833,19.28878685,19.37663141
Mauritius,40.5748644,34.98317996,39.21120181,27.15763719,29.04679856,32.28022398,34.32104148,38.25678021,25.72308959,35.94653251,31.78221646,37.55901315,40.01574063,34.60705093,33.74748381,43.60851529,34.90475188,41.56407067,37.57042836,40.83367972
Mexico,21.01581619,22.96898281,22.62200163,23.11654308,23.72218395,24.45859202,24.51879571,25.2045855,26.58969479,28.6144035,28.2843385,34.09948721,31.40196191,34.23659001,35.44745075,36.1061585,34.66695099,37.48757033,34.33256469,34.03590885
Micronesia (Federated States of),53.45301983,52.38585924,50.79990893,51.35826599,53.55138995,55.09951141,55.2324765,54.97653454,55.11278234,55.02014735,54.85512819,56.31974963,56.95500091,56.97851002,59.19706176,57.28310712,59.18877441,60.4620086,61.19217899,60.95613433
Mongolia,47.40585831,47.81553169,47.01034263,50.9984101,53.47194783,55.07486243,55.67020921,56.80562233,58.30006048,57.11077323,56.10494372,55.61892298,56.34905914,56.22701701,55.47438414,54.85876272,56.14286489,54.27190275,52.94402232,51.05156193
Montenegro,84.07731667,78.93592351,79.08116882,80.85039586,82.06211695,84.24747186,87.34370597,84.61427324,85.86528805,86.96602588,86.20637019,88.72666012,90.90873648,89.86512866,90.96673703,90.78613381,91.17516498,92.48635944,94.32606346,93.93973359
Morocco,38.36769115,38.84610585,38.45380527,38.19896453,37.96598057,37.5874007,37.19643973,37.31134153,37.4040011,37.53000573,37.47507293,37.80070003,36.7661824,32.23401163,30.32017697,31.20218978,29.63225141,29.24175591,29.5003507,29.75501018
Mozambique,43.38190032,43.26233481,43.04345686,42.83441486,42.72566791,42.68988508,42.44697415,42.06999566,43.88443906,45.8794287,46.10183862,46.56618266,47.24210111,46.32240578,43.73801341,44.42422117,43.30177686,43.31489919,44.00856576,44.66123129
Myanmar,14.51641381,13.87555537,13.75893898,13.45060078,13.19365895,13.06497722,12.96398269,12.68272994,12.10087806,12.37899874,12.24453213,12.23145343,12.08124877,12.1123399,12.16615758,12.18508809,12.33522899,11.85632974,11.47201424,11.64139681
Namibia,61.55840984,61.27427536,61.00717345,60.5741579,57.6962057,59.90420505,60.37027081,60.70731928,52.94105463,50.48811166,50.25566557,46.67287105,43.4035774,43.489494,47.09789336,45.41690495,44.70996459,45.79367888,43.37422464,43.01322447
Nepal,44.21165068,43.15264383,44.48594239,43.36146482,42.78241792,42.93245493,41.12850663,42.12160191,42.62355167,42.73117239,42.91892181,43.00383471,42.09546284,40.89015371,39.64821055,39.55211539,40.02403317,40.47469092,41.00485131,41.80913085
Netherlands,58.34979486,60.29164594,63.50159214,63.40819022,66.73685582,69.89495786,70.83311437,63.71754813,69.25026383,74.84953031,78.04730574,82.78445972,89.20689626,102.3865216,105.4699949,104.2866289,107.4481879,113.8111333,109.7622094,114.4602241
New Zealand,78.46965858,88.14931742,82.37737133,93.59378642,88.13329649,97.24533714,100.1560167,95.05724512,100.6868737,96.17361584,107.2459244,95.7689118,111.0518925,110.6189382,107.436062,104.6030371,112.8502261,116.174099,109.1385723,107.6905229
Nicaragua,36.11778323,33.49337889,31.29557457,35.1706471,34.35872794,31.64970279,31.45447546,31.04454065,31.35095348,31.4436848,30.88166173,34.97021491,27.5539927,33.19919264,28.25253087,28.2378638,27.55450884,28.52988216,29.19020958,28.38438063
Niger,23.05572972,23.41226721,23.47565082,23.60262066,23.62952238,24.14396782,24.2510236,24.55345996,24.61184675,24.75221948,25.00743433,25.03718278,25.37391673,25.7069289,24.97589617,25.71006591,24.75530157,24.66820095,24.82680349,25.09753925
Nigeria,22.12950643,22.52493048,22.36816991,22.40666268,22.82919414,22.99980086,23.15447525,23.5496626,23.62210337,23.43541335,23.38762274,23.27226192,22.69376013,22.10470645,20.71123155,21.37459166,20.80727686,20.7179283,20.66638253,20.64789424
North Macedonia,30.8694418,43.03757064,32.11799842,31.10826532,37.7630595,30.27819193,33.55144085,32.68746295,34.38538497,35.55605184,26.56837995,27.76782044,38.76621561,39.27522294,37.48605515,37.07689749,38.48936924,39.42816443,40.48853868,41.30778966
Norway,97.29596307,101.6202097,86.78412642,90.12719131,101.084989,100.724849,106.4538469,98.49833436,100.549907,114.7079789,109.4874145,122.7770346,107.1391068,111.7716733,131.1852934,117.4220073,133.209852,131.8806978,133.5990163,135.5057646
Oman,17.82877564,17.96852123,17.07020098,17.86885663,17.3387276,17.48830855,19.03046069,20.11815217,19.87412466,19.43224946,20.59513839,19.90216719,17.89609639,19.50861883,21.09009757,20.82060058,20.65823618,21.10817002,21.57437755,22.5806782
Pakistan,26.26539282,26.5742648,26.88277447,27.14211093,27.35328483,26.9571118,27.74877624,27.71785854,27.71985211,27.60569327,27.6986687,27.77562381,28.0520951,28.47614689,29.2505405,28.78989908,29.86623279,30.16395053,29.96977488,30.36073517
Panama,43.72501715,47.1263594,42.51810033,47.42955069,47.15128339,41.41579052,46.28670064,42.33667129,46.54541168,41.3812884,36.20690553,32.96393485,30.60626691,29.68611935,25.63248148,35.60352335,30.42715256,28.53023395,26.86735033,26.73421887
Papua New Guinea,6.712583708,6.976272412,6.925884759,6.957364089,6.90150655,6.886700068,6.877653367,7.108108169,7.08035298,6.899969623,7.197867399,7.226020901,7.453428494,7.448430693,8.101942763,7.949492938,8.13728903,7.885912305,7.977184138,8.204442469
Paraguay,18.54110063,19.08449488,22.17641994,20.53791317,24.42207802,25.44668541,24.27067759,22.07818104,21.23691379,25.1709721,20.38472266,27.62481144,28.22957424,30.60841837,35.85882512,37.04656678,32.46091804,36.67329009,36.82732873,37.63002014
Peru,25.84542283,25.1271956,25.29907432,25.84465627,25.65698252,25.29275907,25.57462085,26.05632128,26.54761407,28.21456182,29.39549478,28.64545922,28.57589355,28.46130823,26.71187644,27.746762,26.33468278,27.65813336,28.12142751,28.55496471
Philippines,7.566186841,6.170678447,6.80586994,7.585343449,7.28515418,7.86739931,7.930350694,7.592259144,8.076105321,9.310093834,9.685635464,11.18927547,9.517180527,9.5655659,9.219341122,9.514398456,9.104070088,8.984200004,8.875899855,8.766478942
Poland,67.80780435,70.48472088,73.90006951,73.57843355,76.94335296,78.75257512,76.15241906,70.56471031,78.69053447,89.07329628,90.24545562,89.78306232,91.97608873,92.2941741,81.58601009,91.34861896,74.37817849,73.12908434,72.75822394,66.57951757
Portugal,47.86900816,57.00516476,83.15373683,80.36544983,75.43180144,80.22730033,85.16445232,96.45751483,101.8953953,103.3315132,109.8699755,100.0935851,111.8711404,105.9761003,115.1707365,123.9360294,98.86505178,105.9395011,103.1066201,104.2717763
Qatar,28.4552639,30.25772529,29.6088863,29.01147727,30.27234585,29.75513352,30.83294152,39.28211698,41.23929576,45.11490654,47.70654965,49.68607153,49.63770529,48.69352427,52.26237938,48.98235078,54.29202131,53.69426781,53.43575186,54.36998777
Republic of Korea,87.59793934,98.51779275,122.0772855,161.6770363,177.0695964,198.0149593,186.0190048,218.7635049,245.2462553,310.6939617,320.8405333,345.2227195,317.9670076,340.7066086,333.7644844,333.1435663,331.2266639,332.0538985,380.6794041,393.2401632
Republic of Moldova,52.21390603,59.90790393,55.29551194,58.00516349,58.34946995,59.99550264,62.98901608,57.17802688,65.4725439,66.42683269,68.7169929,56.44234439,64.63790112,67.18259642,60.81076248,67.14950858,61.28142417,60.96134281,58.9228908,60.97758648
Romania,48.77851651,45.98263564,52.28097015,50.58858713,49.53229309,48.19057711,52.06933704,47.89624606,49.50225913,51.57887466,57.29515991,54.94053456,57.22408574,57.0832966,53.1488739,52.26568869,47.1278409,46.96182521,47.11948627,46.48780793
Russian Federation,145.5697984,139.925076,135.3897273,134.5191122,133.9103768,133.397987,129.4834601,126.8169773,124.2798281,121.6736526,123.2349764,123.4195518,124.2301496,125.0218855,121.392076,119.2072062,114.8636751,111.0066818,107.2740504,103.7427088
Rwanda,42.91820469,41.05984614,39.48578208,37.26532933,35.06785849,34.01165553,33.67968814,33.12470147,32.08323894,30.88317905,29.78827169,28.92178471,28.44149118,27.93283982,27.78878965,28.0370185,27.70773335,27.70167909,27.55155548,27.53653782
Saint Lucia,35.19220357,36.51488695,35.43647319,37.92628165,36.85912935,38.41289377,41.13499952,40.12607828,45.15433651,41.86029475,46.76286569,43.87307108,51.77000581,49.00704372,50.04428775,51.80138895,42.09440394,44.49283492,44.90363355,44.56050785
Saint Vincent and the Grenadines,23.62417964,22.23021904,27.42057766,25.87167737,22.94162631,47.06382245,30.45021907,44.89640275,22.82991658,14.39889594,15.36446823,27.0604985,25.13375245,17.32423198,14.54783754,6.329730256,2.970123754,0,4.781683565,4.720722082
Samoa,40.48560424,40.71261806,40.14061118,39.74829396,38.77147075,39.21202774,39.56375425,39.5257243,39.41677955,34.34708661,39.4652751,39.56281675,39.55837533,37.94084547,39.77759118,39.94353969,40.36196205,39.92068053,40.33380049,40.23117089
Sao Tome and Principe,6.5011909,6.663007161,6.95171986,6.595193178,7.21146912,6.287549338,6.965928608,7.192493003,7.092740061,6.734181385,6.760505593,6.591179484,6.731028116,6.748991957,6.904261537,6.947786458,6.887670642,6.882654026,6.920543158,7.056473241
Saudi Arabia,12.59273411,12.81972371,13.21857938,13.62639001,13.4427931,14.27557272,15.12547636,16.2554347,17.4647911,19.18230338,21.30900393,24.41636873,26.42017711,27.17680084,27.73101268,28.283088,28.38802581,28.50294034,28.54725414,28.5699382
Senegal,35.37312328,33.66571761,33.46449982,33.41696656,33.29648948,33.13281605,32.98955159,32.04057078,32.29326847,31.89637075,31.82348059,31.48410199,31.65879912,31.69123266,31.34321959,31.49520174,31.13812844,31.0429372,30.86468404,30.72624554
Serbia,78.19702798,77.38117894,79.39993358,75.74357915,76.82933205,74.07189536,73.66743142,72.72890334,71.9693615,78.31893826,69.77286418,77.58479683,80.19622649,80.64642442,73.77058793,76.86726861,69.74205447,2.483892136,51.29111554,51.74846328
Seychelles,38.04869072,38.69727025,35.72843382,36.54834938,38.53395479,35.28467108,34.71153349,32.83732226,34.05121006,33.88895207,36.60456783,38.01650574,37.28044686,37.69460392,38.32622403,38.76008928,37.61105108,39.39155921,39.18120331,38.32503037
Sierra Leone,24.7784477,24.99022491,25.03440144,25.09810236,25.01178598,24.82345142,25.57339227,25.40308663,25.40668282,25.51891706,26.20495297,25.49881314,26.19352937,25.83706592,25.11042394,26.27776144,25.91826517,26.51365305,27.65796874,28.32637419
Singapore,74.7469509,70.05157724,80.77611173,84.66601706,86.96038616,85.65159596,93.99406733,85.09448418,83.36683349,92.94304323,89.82649256,87.15189434,104.7448556,100.0424449,91.03474814,103.6189741,93.32811764,94.33110006,100.9754529,118.3371403
Slovakia,55.91291752,55.31188686,60.57204866,63.09154481,59.88622542,59.25544366,64.72266909,62.41950047,59.23564946,61.96334236,66.35657284,65.49411613,66.64158465,65.05522006,70.74847615,70.85430007,72.51475608,74.35100125,76.22040183,78.12829172
Slovenia,173.0414279,167.3590414,166.0764519,167.7151041,171.3199531,165.9711579,179.0656497,151.653072,144.7912437,158.9062752,153.8833248,162.3072676,167.4681303,170.8629392,164.6138861,158.0223074,156.836268,170.7117524,147.4457233,172.8514473
Solomon Islands,41.39517244,40.77673103,41.11029888,40.52999701,40.85044845,40.07981415,40.65852842,39.23393952,38.89155046,38.84114076,38.88161093,38.68870536,38.51826491,38.23303855,37.9290047,37.96286939,38.16059984,38.29077729,37.82281496,37.41441678
Somalia,27.46245964,27.2549563,27.4007484,27.42918576,27.75278056,27.47030485,27.08060744,26.34436644,26.45398571,26.5150198,25.81862213,25.61119121,25.65407614,25.66244567,25.63761124,25.70888421,25.58381887,25.81004134,25.90078533,25.94652188
South Africa,68.76482952,71.59459357,75.03198958,77.22016981,76.46392632,75.44960571,72.74622607,76.37109031,82.63179274,83.44511782,78.6775599,74.50226652,78.79392897,83.18072103,85.14417775,83.99650928,85.89192309,90.57596512,94.83690978,97.46867124
South Sudan,22.31250815,21.73199643,21.7145371,21.94234789,22.15519146,22.20093278,22.38589827,22.38226348,22.29738801,22.07159955,22.0029695,21.89458303,21.86772995,22.09494549,22.13928385,21.8129733,22.14873024,22.46805074,22.55895984,22.89714957
Spain,62.6899696,60.23803013,63.6479915,65.71863169,68.11972743,64.81382953,62.67947222,62.64627013,67.91016955,66.87470169,62.71686188,64.77058809,71.96409646,80.91203665,77.02425094,83.73150684,77.12959839,81.22651034,79.88268832,80.35614844
Sri Lanka,138.9083011,117.2799062,118.5362264,117.3367159,125.8355087,152.7538336,105.8236593,117.8822884,103.3193921,132.1184246,128.5838208,114.0557581,108.8009688,100.1790414,103.6036591,87.74909109,103.5371106,103.743157,104.4491438,105.7356491
Sudan,16.50927316,16.19960386,16.44683638,16.39361789,16.50614541,17.11019739,17.01602959,16.96490753,16.92994962,16.87369337,17.05081778,16.90187413,16.77949722,16.86886222,16.66358161,16.78359808,16.64064949,16.62593169,16.83764637,16.84170638
Suriname,89.57077997,98.05286642,99.37208882,100.6097434,101.0804774,106.3609306,112.1614377,114.0710116,116.2500808,117.0277283,123.287261,118.8890531,124.1063122,123.5460623,120.4324766,121.6922807,116.0311961,113.3854124,113.6179663,111.5713018
Sweden,114.4682745,123.7698988,122.7246403,116.9507133,123.0687507,132.6441418,131.2814637,130.0118072,136.1558166,148.0946429,141.7701862,140.3508253,152.1217568,162.0340734,170.3731861,162.5939374,159.9857667,167.6450653,175.236306,175.9734888
Switzerland,161.0625761,162.7734437,183.5663783,162.6601488,168.0846257,175.9846964,181.322472,187.0058808,185.32743,162.5113712,149.1492203,155.6161848,156.9609259,165.339913,170.7270601,166.6364732,166.3177678,177.6664152,179.4758836,184.2651258
Syrian Arab Republic,5.353281763,5.446394254,5.525217289,5.514146481,5.695671416,5.91925349,6.152256589,6.346598798,6.475085636,6.648256111,6.934125805,7.100319896,7.410051759,8.058841516,7.974540135,8.450228156,7.516825858,8.083519465,8.751479632,8.818413934
Tajikistan,13.32101406,12.6750409,12.09292413,11.91771342,11.92198667,12.07473051,12.0419709,12.13490491,12.37902281,12.67238215,12.96411107,13.22220556,13.54907284,13.74754716,13.97770201,13.84218477,14.32978206,14.13796771,14.7089229,15.10564422
Thailand,59.48577461,59.78183058,61.3507136,61.69721925,60.41957914,53.98625221,54.24943732,53.26648115,52.77155143,53.27015867,54.01923219,54.71950589,55.205252,53.56999045,58.15337011,55.85237124,60.85385839,60.88182982,63.68723685,64.30273407
Timor-Leste,18.69165748,18.82640077,18.26007989,17.55498819,15.12367197,15.38126825,14.79775053,15.16305493,14.25557224,15.36115649,14.8606463,16.13873665,17.64930459,17.70256911,18.84692272,17.85777497,18.97192208,18.87468001,18.72971376,18.50014464
Togo,37.70764927,38.26315093,38.64025724,39.04907452,39.24914925,39.14414254,39.87638267,39.34782789,38.90685559,38.30087648,38.12874142,38.5578336,38.89636376,39.0540314,37.97646085,38.92476335,37.20205391,36.72162398,36.29069973,36.89719728
Tonga,15.2323145,15.54306626,15.23580436,15.40396536,15.35711727,15.34746704,15.31472929,15.54239487,15.20198969,16.40885342,17.44529301,17.08861921,17.33068438,17.40336447,17.6001506,17.72084024,15.93357985,16.1631174,15.66927953,15.40425069
Trinidad and Tobago,56.63676353,58.7353397,57.67857581,50.6027929,49.74759586,50.2627564,48.07118136,48.63065069,58.17007034,51.53970094,51.8368061,46.90274223,47.3347126,53.48802577,52.77798331,53.11156714,52.25849187,52.05307988,50.80787357,50.64691515
Tunisia,19.35581335,19.85773768,20.28185303,20.77679876,20.88600208,20.81676383,21.01225238,20.91066224,20.70552013,20.80525806,20.68787482,20.396606,20.32617751,20.09113289,19.63084017,19.87373676,19.41079417,19.73997643,20.25939624,20.79061561
Turkey,18.90350167,17.8171227,16.06048004,16.02363824,15.97111907,15.51624408,14.95241172,14.33513255,13.71761008,13.40717479,13.52374619,12.91078933,13.17302379,13.59475545,13.81207028,13.89542544,14.16904164,14.39444035,14.58532032,15.35788675
Turkmenistan,33.64146583,37.28976207,35.98732925,36.6194881,36.04742197,37.58995053,39.15345209,34.04351566,29.92139803,27.3440966,25.74662959,24.52376585,23.85254378,24.26462717,22.04301226,23.20165853,21.86992825,21.30333357,20.83304399,20.43212132
Uganda,33.55934118,32.73853315,32.03702662,32.36761885,32.71203519,33.41113107,33.34469761,30.44146963,28.15433986,27.50526069,26.30511607,26.42802426,24.43523258,22.9603988,21.30590119,21.4983497,21.55296869,20.83185402,20.99934164,21.68087732
Ukraine,112.5570333,108.0027925,105.6436056,101.0642683,97.74489767,95.63320618,91.03016623,92.72096517,92.20516223,85.30792909,82.36062505,81.36300172,82.04016317,82.71171005,82.62066457,87.78054395,82.08031998,82.14551099,84.07732927,84.74904965
United Arab Emirates,35.22644047,35.43706122,33.54507352,31.84613174,33.42885463,34.04380331,36.81386179,37.0369547,39.34167643,39.80589352,39.73226711,39.05213052,37.9124608,36.51366191,32.47502886,34.60964419,30.32479126,29.05451925,32.12525018,34.7502763
United Kingdom of Great Britain and Northern Ireland,51.95442837,51.61818007,52.72572245,51.82248965,55.99652917,55.454743,56.36611492,55.91500329,61.45639548,63.12329321,62.95477387,69.19119834,70.51612842,76.08334372,77.88003825,76.32148166,74.8721082,76.42658306,76.64953212,76.60997464
United Republic of Tanzania,38.41176458,35.9065125,33.1080149,31.17604546,29.47898936,28.19548382,27.56561962,27.53404671,28.78681921,27.83799801,26.20346731,25.5942123,23.87412672,23.92545355,23.50354192,23.466028,23.72678385,23.61884954,23.95304514,24.53261631
United States of America,61.06489738,64.66324702,67.91293258,68.7522479,72.62894546,73.61954815,77.29621004,80.79228496,83.29323222,85.74359484,90.18507198,93.39903952,95.13985896,96.61285975,103.6997187,100.5325197,108.3827332,115.2829352,115.0029039,119.0095311
Uruguay,77.86530602,71.60878426,98.84921585,77.01530154,77.40378096,77.20442671,82.09313363,90.90800115,82.56664178,84.0095975,90.40682618,94.6530294,102.2694289,93.08821871,109.0663275,102.561367,120.9179989,128.7551654,125.2565349,129.0418598
Uzbekistan,29.47429303,29.9685905,28.19373671,26.47655211,25.85952197,26.04166667,26.77216975,27.11263336,27.4594218,27.2867123,28.04451574,29.53611865,31.58347683,31.87396696,33.94184088,31.39742702,34.06186216,33.23486386,32.97415289,31.77940979
Vanuatu,47.13328358,46.41269808,47.50520677,47.35339693,46.40080399,45.37563058,47.39934266,47.4469495,47.18496585,48.62614201,48.25539796,47.0158817,47.04277822,46.69280525,45.2520677,45.33287309,45.18972349,45.57402526,45.61794655,45.39042909
Venezuela (Bolivarian Republic of),31.18666999,32.64542051,31.86284526,28.29627003,27.32543691,26.40346559,24.39421548,22.82530376,21.12302232,19.79731264,21.15619208,21.49491066,19.6681939,15.35097805,13.96596897,12.93049283,13.53660911,13.60690777,14.06434799,13.85598562
Viet Nam,28.2974273,28.45255247,28.07140218,28.44205626,28.80098199,28.68964405,29.28734581,30.06140278,30.86559198,30.95531952,31.29452484,32.10822038,33.08530577,33.60345398,34.91480059,34.55370248,35.2922765,35.52835005,35.49135709,35.3520233
Yemen,19.58374697,19.79912884,19.65194807,19.77056063,20.30631982,20.33874507,20.34977925,20.44552236,21.12849523,21.05221631,20.76989511,20.65369306,21.06609959,21.05216258,20.69899492,21.26981547,21.30050196,20.62395979,21.36759149,21.08726213
Zambia,40.26792583,38.48676268,38.55351962,37.65443758,39.33148548,39.23048167,38.79392249,36.08293991,34.93252667,35.35302442,36.15139848,36.26667667,34.15455499,33.43724165,32.81197908,33.4023153,32.04265081,32.60247228,31.70885717,29.67683997
Zimbabwe,62.13883382,58.95911828,59.08754269,57.07178381,57.80394234,54.24919061,53.21145872,58.08514888,62.83899099,66.23350398,64.6324435,63.66052885,61.53196952,59.11978441,57.7531101,58.16615325,55.13805251,51.27499829,49.07310102,49.753941
